Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,droite,265,41,132,5,,163
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,gauche,329,43,114,3,,194
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,droite,395,52,171,5,,148
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,gauche,130,35,154,4,,150
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,droite,130,43,153,3,,115
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,gauche,89,48,159,5,,152
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,droite,118,26,109,4,,106
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,gauche,165,44,127,4,,162
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,droite,165,49,109,5,,133
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,gauche,165,43,148,4,,156
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,droite,131,58,135,4,,108
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,gauche,114,40,NA,NA,176,NA
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,droite,235,40,106,4,,115
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,gauche,89,45,145,4,,149
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,droite,482,49,109,4,,191
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,gauche,235,47,148,5,,91
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,droite,235,39,118,4,,101
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,gauche,89,43,161,4,,174
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,droite,265,43,NA,NA,,NA
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,gauche,165,42,154,4,,149
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,droite,412,55,151,4,,106
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,gauche,265,38,105,4,,157
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,droite,265,47,100,5,,108
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,gauche,165,51,126,4,,166
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,droite,130,40,127,127,,3
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,gauche,130,47,120,4,,162
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,droite,74,45,136,4,,204
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,gauche,74,48,79,3,,182
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,droite,74,45,124,4,,179
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,gauche,131,62,131,4,,102
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,droite,74,44,135,4,,201
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,gauche,265,48,141,4,,165
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,droite,118,38,125,4,,146
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,gauche,89,40,106,5,,149
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,droite,348,42,122,4,,142
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,gauche,412,53,NA,NA,,NA
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,droite,131,61,131,4,,128
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,gauche,130,43,124,4,,109
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,droite,131,62,176,5,,123
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,gauche,482,52,122,4,,189
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,droite,348,46,142,4,,171
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,gauche,482,50,129,5,,212
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,droite,265,44,160,5,,160
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,gauche,395,52,119,4,,174
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,droite,114,41,88,4,,90
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,gauche,329,52,74,3,,60
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,droite,376,56,91,3,,106
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,gauche,130,40,151,4,,125
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,droite,412,54,145,5,,171
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,gauche,376,62,180,4,,156
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,droite,376,52,126,3,,116
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,gauche,376,52,130,4,,105
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,droite,235,43,152,4,,160
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,gauche,131,57,145,5,,89
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,droite,131,54,101,3,,64
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,gauche,118,35,115,4,,150
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,droite,118,39,140,5,,126
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,gauche,165,47,NA,NA,,NA
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,droite,74,50,117,5,,190
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,gauche,14,39,130,4,,99
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,droite,114,47,NA,NA,49,NA
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,gauche,482,51,126,5,,116
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,droite,482,61,175,4,,182
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,gauche,329,52,136,5,,195
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,droite,329,51,44,3,,51
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,gauche,114,39,165,5,,136
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,droite,376,69,171,5,,150
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,gauche,118,35,95,3,,124
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,droite,348,42,130,4,,160
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,Couple,Contrainte hydrique,5,4,8,gauche,482,49,150,3,,184
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,Couple,Contrainte hydrique,5,4,8,droite,118,35,121,4,,144
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,Monoculture,Contrainte hydrique,5,4,9,gauche,412,46,102,3,,111
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,Monoculture,Contrainte hydrique,5,4,9,droite,412,43,92,4,,104
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,Couple,Contrainte hydrique,5,5,1,gauche,395,45,NA,NA,,NA
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,Couple,Contrainte hydrique,5,5,1,droite,235,42,122,5,,96
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,Monoculture,Contrainte hydrique,5,5,2,gauche,348,42,88,3,,119
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,Monoculture,Contrainte hydrique,5,5,2,droite,348,42,138,4,,161
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,Couple,Contrainte hydrique,5,5,3,gauche,412,47,110,4,,102
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,Couple,Contrainte hydrique,5,5,3,droite,74,46,134,4,,201
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,Couple,Contrainte hydrique,5,5,4,gauche,329,54,101,4,,179
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,Couple,Contrainte hydrique,5,5,4,droite,114,44,106,4,,104
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,Couple,Contrainte hydrique,5,5,5,gauche,395,54,161,4,,146
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,Couple,Contrainte hydrique,5,5,5,droite,376,40,75,3,,129
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,Monoculture,Contrainte hydrique,5,5,6,gauche,89,43,111,4,,121
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,Monoculture,Contrainte hydrique,5,5,6,droite,89,47,101,4,,169
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,Monoculture,Contrainte hydrique,5,5,7,gauche,395,50,165,4,,145
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,Monoculture,Contrainte hydrique,5,5,7,droite,395,49,152,4,,156
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,Couple,Contrainte hydrique,5,5,8,gauche,329,55,99,4,,141
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,Couple,Contrainte hydrique,5,5,8,droite,235,47,75,3,,99
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,Couple,Contrainte hydrique,5,5,9,gauche,265,41,152,4,,156
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,Couple,Contrainte hydrique,6,5,9,droite,348,42,113,4,,178
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,Couple,Bien irrigue,6,1,1,gauche,89,43,131,4,,117
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,Couple,Bien irrigue,6,1,1,droite,265,41,92,4,,176
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,Couple,Bien irrigue,6,1,2,gauche,329,51,104,5,,194
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,Couple,Bien irrigue,6,1,2,droite,376,49,211,5,,151
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,Monoculture,Bien irrigue,6,1,3,gauche,89,46,148,5,,164
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,Monoculture,Bien irrigue,6,1,3,droite,89,40,159,5,,155
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,Couple,Bien irrigue,6,1,4,gauche,265,43,155,4,,166
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,Couple,Bien irrigue,6,1,4,droite,348,47,98,4,,215
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,Monoculture,Bien irrigue,6,1,5,gauche,118,23,50,4,,136
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,Monoculture,Bien irrigue,6,1,5,droite,118,45,91,4,,152
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,Monoculture,Bien irrigue,6,1,6,gauche,131,52,182,5,,156
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,Monoculture,Bien irrigue,6,1,6,droite,131,58,186,4,,131
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,Couple,Bien irrigue,6,1,7,gauche,412,47,63,2,,91
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,Couple,Bien irrigue,6,1,7,droite,131,50,141,4,,101
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,Couple,Bien irrigue,6,1,8,gauche,131,44,159,4,,111
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,Couple,Bien irrigue,6,1,8,droite,74,48,130,4,,214
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,Monoculture,Bien irrigue,6,1,9,gauche,114,45,71,4,,131
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,Monoculture,Bien irrigue,6,1,9,droite,114,41,NA,NA,164,NA
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,Couple,Bien irrigue,6,2,1,gauche,265,39,151,4,,144
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,Couple,Bien irrigue,6,2,1,droite,118,31,114,4,,194
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,Couple,Bien irrigue,6,2,2,gauche,118,41,130,4,,153
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,Couple,Bien irrigue,6,2,2,droite,348,43,134,4,,200
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,Couple,Bien irrigue,6,2,3,gauche,482,53,151,5,,256
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,Couple,Bien irrigue,6,2,3,droite,118,30,85,4,,108
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,Couple,Bien irrigue,6,2,4,gauche,114,41,112,4,,148
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,Couple,Bien irrigue,6,2,4,droite,235,43,152,5,,126
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,Monoculture,Bien irrigue,6,2,5,gauche,376,51,179,4,,140
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,Monoculture,Bien irrigue,6,2,5,droite,376,54,174,5,,200
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,Couple,Bien irrigue,6,2,6,gauche,395,54,NA,NA,,86
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,Couple,Bien irrigue,6,2,6,droite,114,43,123,4,,132
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,Couple,Bien irrigue,6,2,7,gauche,165,44,61,3,,108
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,Couple,Bien irrigue,6,2,7,droite,412,48,90,5,,131
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,Couple,Bien irrigue,6,2,8,gauche,130,48,142,4,,168
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,Couple,Bien irrigue,6,2,8,droite,412,43,113,5,,126
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,Monoculture,Bien irrigue,6,2,9,gauche,348,44,78,3,,111
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,Monoculture,Bien irrigue,6,2,9,droite,348,42,131,4,,170
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,Monoculture,Bien irrigue,6,3,1,gauche,235,43,102,4,,94
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,Monoculture,Bien irrigue,6,3,1,droite,235,43,92,4,,81
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,Couple,Bien irrigue,6,3,2,gauche,165,52,52,3,,131
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,Couple,Bien irrigue,6,3,2,droite,130,52,119,4,,171
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,Monoculture,Bien irrigue,6,3,3,gauche,482,47,185,4,,239
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,Monoculture,Bien irrigue,6,3,3,droite,482,50,149,5,,195
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,Couple,Bien irrigue,6,3,4,gauche,412,49,121,4,,110
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,Couple,Bien irrigue,6,3,4,droite,74,43,145,4,,183
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,Couple,Bien irrigue,6,3,5,gauche,395,47,NA,NA,124,NA
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,Couple,Bien irrigue,6,3,5,droite,235,39,130,5,,144
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,Couple,Bien irrigue,6,3,6,gauche,165,50,160,5,,182
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,Couple,Bien irrigue,6,3,6,droite,131,45,133,4,,128
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,Couple,Bien irrigue,6,3,7,gauche,329,58,79,4,,182
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,Couple,Bien irrigue,6,3,7,droite,395,55,NA,NA,119,NA
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,Couple,Bien irrigue,6,3,8,gauche,329,43,124,5,,216
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,Couple,Bien irrigue,6,3,8,droite,114,45,126,5,,106
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,Monoculture,Bien irrigue,6,3,9,gauche,130,64,120,4,,179
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,Monoculture,Bien irrigue,6,3,9,droite,130,40,112,4,,148
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,Couple,Bien irrigue,6,4,1,gauche,130,53,125,4,,3
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,Couple,Bien irrigue,6,4,1,droite,131,52,117,4,,106
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,Couple,Bien irrigue,6,4,2,gauche,89,48,NA,NA,,NA
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,Couple,Bien irrigue,6,4,2,droite,118,40,122,5,,146
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,Monoculture,Bien irrigue,6,4,3,gauche,412,59,146,5,,131
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,Monoculture,Bien irrigue,6,4,3,droite,412,51,99,4,,128
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,Couple,Bien irrigue,6,4,4,gauche,89,41,174,5,,153
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,Couple,Bien irrigue,6,4,4,droite,348,44,NA,NA,,NA
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,Couple,Bien irrigue,6,4,5,gauche,89,46,105,4,,161
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,Couple,Bien irrigue,6,4,5,droite,482,37,52,4,,198
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,Couple,Bien irrigue,6,4,6,gauche,395,47,NA,NA,114,NA
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,Couple,Bien irrigue,6,4,6,droite,376,56,221,5,,181
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,Monoculture,Bien irrigue,6,4,7,gauche,165,49,174,4,,126
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,Monoculture,Bien irrigue,6,4,7,droite,165,41,208,4,,127
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,Couple,Bien irrigue,6,4,8,gauche,114,43,NA,NA,47,NA
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,Couple,Bien irrigue,6,4,8,droite,376,59,145,3,,101
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,Monoculture,Bien irrigue,6,4,9,gauche,395,47,114,3,,142
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,Monoculture,Bien irrigue,6,4,9,droite,395,51,NA,NA,90,NA
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,Couple,Bien irrigue,6,5,1,gauche,376,55,156,4,,161
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,Couple,Bien irrigue,6,5,1,droite,235,48,71,3,,77
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,Monoculture,Bien irrigue,6,5,2,gauche,329,56,81,4,,174
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,Monoculture,Bien irrigue,6,5,2,droite,329,33,81,4,,156
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,Couple,Bien irrigue,6,5,3,gauche,329,48,146,4,,136
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,Couple,Bien irrigue,6,5,3,droite,235,33,116,3,,175
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,Couple,Bien irrigue,6,5,4,gauche,165,52,95,4,,172
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,Couple,Bien irrigue,6,5,4,droite,74,45,50,2,,78
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,Couple,Bien irrigue,6,5,5,gauche,482,48,156,5,,195
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,Couple,Bien irrigue,6,5,5,droite,265,44,125,4,,185
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,Couple,Bien irrigue,6,5,6,gauche,482,31,93,3,,31
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,Couple,Bien irrigue,6,5,6,droite,348,44,146,4,,194
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,Monoculture,Bien irrigue,6,5,7,gauche,74,45,NA,NA,,NA
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,Monoculture,Bien irrigue,6,5,7,droite,74,30,144,4,,21
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,Monoculture,Bien irrigue,6,5,8,gauche,265,52,155,4,,146
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,Monoculture,Bien irrigue,6,5,8,droite,265,37,149,4,,149
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,Couple,Bien irrigue,6,5,9,gauche,130,30,139,4,,128
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,Couple,Bien irrigue,6,5,9,droite,74,42,115,4,,185